glico	lojbo	spano
Wouldn't it be ridiculous - they questioned - to pretend that this pain is the same? (4) They said that the heresiarch was moved only by the blasphemous purpose of attributing the divine category of being to a few simple coins and that sometimes he denied the plurality and at other times he did not.	.i xunai da'i bebna sei lei darlu cu spusku lo ka zukte tai lo nu lu'i le so se cinmo cu simxu lo ka mintu li'u" (to'i vo mai toi) .i lei darlu cu xusra le du'u le finti be le zekri lijda pu te mukti fi le po'o mabla nu jinvi le du'u le so'o sampu sicni cu simlu le cevni lo ka zasti .i go'i le du'u le finti xusra ge va'o da le du'u le nu so'imei na fasnu fi va'o lo drata le nu so'i mei cu ja'a fasnu	¿No sería ridículo -interrogaron- pretender que ese dolor es el mismo?(4) Dijeron que al heresiarca no lo movía sino el blasfematorio propósito de atribuir la divina categoría de ser a unas simples monedas y que a veces negaba la pluralidad y otras no.
They argued: if equality entails identity, it would also have to be admitted that the nine coins are one.	.i lei darlu cu xusra le du'u ganai lo ka dunli cu ka mintu gi racli fa lo ka jinvi le du'u le so sicni cu du le pa sicni	Argumentaron: si la igualdad comporta la identidad, habría que admitir asimismo que las nueve monedas son una sola.
Incredibly, those rebuttals were not conclusive.	.i na'e lakne gi'e fasnu ku'i fa le nu lei natfe na natfe fi rau da	Increíblemente, esas refutaciones no resultaron definitivas.
One hundred years after the problem was stated, a thinker no less brilliant than the heresiarch but of orthodox tradition formulated a very daring hypothesis.	.i ca le te temci be le nu le nabmi cu se skicu bei le nanca be li pa no no le pensi noi na mleca fi lo ka mencre kei fe le finti be le zerjdafi'i gi'e ku'i krici lo fadni cu smadi je xusra lo cizra noi da'i cmima lo saske	A los cien años de enunciado el problema, un pensador no menos brillante que el heresiarca pero de tradición ortodoxa, formuló una hipótesis muy audaz.
This happy conjecture affirms that there is only one subject, that this indivisible subject is each one of the beings of the universe and that these are the organs and masks of the divinity.	.i le pluka se smadi cu se jinvi du'u pa mei fa loi zukte kei gi'e du'u du lo mi'u zukte noi na ka'e se fendi ku'o ro da poi zvati le munje zi'e noi rango gi'e gacri vau le cevni	Esa conjetura feliz afirma que hay un solo sujeto, que ese sujeto indivisible es cada uno de los seres del universo y que éstos son los órganos y máscaras de la divinidad.
X is Y and is Z.	.i xy du ybu boi zy	X es Y y es Z.
Z discovers three coins because he remembers that X lost them; X finds two in the corridor because he remembers that the others have been recovered...	.i zy. penmi le ci sicni ki'u lenu zy. morji le du'u xy. pu co'a se canci le ci sicni .i xy. penmi le re sicni vi le vorme ki'u lenu xy. morji le du'u le drata sicni pu se penmi
Z descubre tres monedas porque recuerda que se le perdieron a X; X encuentra dos en el corredor porque recuerda que han sido recuperadas las otras...
The Eleventh Volume makes it clear that three main reasons determined the total victory of this idealistic pantheism.	.i le papamoi slecku cu cukta le noi li'armi ku'o ve ciksi poi du lo du'u le ci ralju mukti cu rinka lo nu ro da co'a jinvi le du'u ro da xanri gi'e pruxi	El Onceno Tomo deja entender que tres razones capitales determinaron la victoria total de ese panteísmo idealista.
The first, the repudiation of solipsism; the second, the possibility of preserving the psychological base of the sciences; the third, the possibility of preserving the cult of the gods.	.i le pamoi cu nu to'e zanru le si'o jinvi le du'u ro da xanri le no'a .i le remoi cu nu le'e saske cu se krasi le saske be le menli .i le cimoi cu nu ca'o zanru le lijda be fi su'o cevni	La primera, el repudio del solipsismo; la segunda, la posibilidad de conservar la base psicológica de las ciencias; la tercera, la posibilidad de conservar el culto de los dioses.
Schopenhauer (the passionate and lucid Schopenhauer) formulates a very similar doctrine in the first volume of Parerga und Paralipomena.	.i la copenxauer. noi carmi lo ka cinmo kei gi'e carmi lo ka te jimpe cu ciska lu'i lo mutce simsa saske poi se cukta le pamoi selci be zoi .latm.Parerga und Paralipomena.latm.	Schopenhauer (el apasionado y lúcido Schopenhauer) formula una doctrina muy parecida en el primer volumen de Parerga und Paralipomena.
The geometry of Tlön comprises two somewhat different disciplines: the visual and the tactile.	.i le taircmaci be bu'u la tlon cu se pagbu lu'a le'i re saske ku noi simxu lo ka frica zi'e noi du le taircmaci be lo'e se viska be'o ce le taircmaci be lo'e se palpi	La geometría de Tlön comprende dos disciplinas algo distintas: la visual y la táctil.
The latter correspond to ours and is subordinate to the former.	.i le taircmaci be ri cu simsa le taircmaci pe mi'a gi'e se krasi le lidne taircmaci	La última corresponde a la nuestra y la subordinan a la primera.
The basis of visual geometry is the surface, not the point.	.i le ka jicmu le taircmaci be lo'e se viska cu ka sefta kei gi'e nai ka mokca	La base de la geometría visual es la superficie, no el punto.
This geometry ignores parallel lines and declares that the man who moves modifies the forms that surround him.	.i ji'u le taircmaci be lo'e se viska cu na pilno lo'e re linji poi simxu lo ka na kruca ku'o gi'e xusra le du'u ro da poi prenu gi'e muvdu zo'u da cnegau lo'e se tarmi poi jibni da	Esta geometría desconoce las paralelas y declara que el hombre que se desplaza modifica las formas que lo circundan.
The basis of its arithmetic is the notion of indefinite numbers.	.i le jicmu be le saske be lo nu kancu bei bu'u la tlon cu sidbo lo'e namcu poi na'e satci	La base de su aritmética es la noción de números indefinidos.
They accentuate the importance of the concepts of greater and less, which our mathematicians symbolize as > and by <.	.i basna le nu vajni fa le si'o dubmau ce'o le si'o dubyme'a vu'o noi le mi'a tadni be le cmaci cu te sinxa fi zoi zoi.>.zoi ce'o zoi zoi.<.zoi.	Acentúan la importancia de los conceptos de mayor y menor, que nuestros matemáticos simbolizan por > y por <.
They affirm that the operation of counting modifies the quantities and converts them from indefinite to definite.	.i xusra le du'u ro da poi se kancu cu rinka lo nu da cenba lo ka se xokau mei kei gi'e co'a satci	Afirman que la operación de contar modifica las cantidades y las convierte de indefinidas en definidas.
The fact that several individuals who count the same amount achieve the same result is for psychologists an example of association of ideas or a good memory exercise.	.i le du'u lo'i prenu poi simxu lo ka dunli fi lo ka kancu fi makau cu simxu lo ka dunli fi lo ka cupra makau cu mupli ga'a le'e tadni be lo menli lo ka gau du'u lo'i su'o sidbo lo ka ckini cu simxu a lo ka du'u su'o prenu ta'e zukte fi lo nu ri morji fi lo vajni	El hecho de que varios individuos que cuentan una misma cantidad logran un resultado igual, es para los psicólogos un ejemplo de asociación de ideas o de buen ejercicio de la memoria.
We already know that in Tlön the subject of knowledge is one and eternal.	.i ma'a ca'o djuno le du'u bu'u la tlon loi saske cu pamei gi'e cimni	Ya sabemos que en Tlön el sujeto del conocimiento es uno y eterno.
In literary habits, too, the idea of ​​a unique subject is all-powerful.	.i ji'a le'e nu lisri poi tcaci zo'u le si'o pa da se prosa cu traji lo ka vlipa	En los hábitos literarios también es todopoderosa la idea de un sujeto único.
It is rare for books to be signed.	.i na cafne fa lo nu su'o da zo'u cukta lo se pagbu be da fi da	Es raro que los libros estén firmados.
There is no concept of plagiarism: it has been established that all works are the work of a single author, who is timeless and anonymous.	.i no da sidbo lo zekri nu finti lo fukpi fo ri .i ka'u dai pa da te prosa gi'e na renvi fi su'o de gi'e na se cmene su'o di	No existe el concepto del plagio: se ha establecido que todas las obras son obra de un solo autor, que es intemporal y es anónimo.
The criticics often invent authors: they select two dissimilar works - the Tao Te Ching and the 1001 Nights, let's say -, attribute them to the same writer and then scrupulously determine the psychology of that interesting homme de lettres...	.i cafne fa lo nu lo pajni cu finti lo finti .i mu'a cuxna tu'a lo'i re se cukta ku poi simxu lo ka frica zi'e noi mu'a la'e la .daudedzin. lu'u ce la'e le pa noki'o su'i pa nicte lu'u ku'o gi'e smadi le du'u pa da finti le re se cukta gi'e ja'e bo jundi tadni le tarmi be le menli be le noi cinri ku'o te cukta	La crítica suele inventar autores: elige dos obras disímiles -el Tao Te King y las 1001 Noches, digamos-, las atribuye a un mismo escritor y luego determina con probidad la psicología de ese interesante homme de lettres...
Their books are also that different.	.i le'e se cukta be fi le za'u mei cu si'a frica	También son distintos los libros.
Those of fiction cover a single plot, with all imaginable permutations.	.i pa da se cfika gi'e se tcila ro xanri cumki	Los de ficción abarcan un solo argumento, con todas las permutaciones imaginables.
Those of a philosophical nature invariably contain the thesis and the antithesis, the rigorous pro and con of a doctrine.	.i ka'u dai ro se cukta poi saske lo jetnu cu ciste fi lo se klesi be lo se darlu ce lo te darlu vu'o noi va'i natfe gi'e tolna'e vau lo se krici	Los de naturaleza filosófica invariablemente contienen la tesis y la antítesis, el riguroso pro y el contra de una doctrina.
A book that does not include its counterbook is considered incomplete.	.i ro da poi cukta zo'u ganai no de cukta lo te darlu be lo se cukta be da gi jinvi le du'u da na mulno	Un libro que no encierra su contralibro es considerado incompleto.
Centuries and centuries of idealism have not ceased to influence reality.	.i le za'u boi sorna'acedra be lo nu mutske cu na co'u galfi le zasti	Siglos y siglos de idealismo no han dejado de influir en la realidad.
It is not uncommon, in the older regions of Tlön, for the duplication of lost objects.	.i bu'u le laldo diklo be la tlon cu na rirci fi le'i dacti poi mo'u canci ku'o fe lo ka co'a fukpi je se fukpi	No es infrecuente, en las regiones más antiguas de Tlön, la duplicación de objetos perdidos.
Two people look for a pencil; the first finds it and says nothing; the second finds a second pencil no less real, but more adjusted to its expectations.	.i pa da poi pinsi zo'u re le prenu cu sisku lo ka du da .i je le pamoi cu penmi da gi'e na notsku lu'e le nu penmi .i je le remoi cu penmi pa drata pinsi poi na mleca fi lo ka zasti kei gi'e ku'i zmadu lo ka kanpe lo nu ce'u se tcila ma kau	Dos personas buscan un lápiz; la primera lo encuentra y no dice nada; la segunda encuentra un segundo lápiz no menos real, pero más ajustado a su expectativa.
Those secondary items are called hrönir and are, albeit in a snub form, a bit longer.	.i lo'e tai nalyralju dactu cu se cmene zo xronir gi'e ge ui nai na'e melbi gi ku'i zmadu fi lo ka plixau	Esos objetos secundarios se llaman hrönir y son, aunque de forma desairada, un poco más largos.
Until recently the hrönir were casual children of distraction and forgetfulness.	co'u le lamji cedra tu'a lo'e se cmene be zo xronir cu snuti jalge lo nu na jundi gi'a de'a morji	Hasta hace poco los hrönir fueron hijos casuales de la distracción y el olvido.
It seems unbelievable that its methodical production is barely a hundred years old, but the Eleventh Volume declares so.	.i simlu lo ka na lakne kei fa le te zukte nu cupra ra cu ditcu lo nanca be li su'e pa no no .i ku'i le papamoi slecku cu cukta lo nu tai xusra	Parece mentira que su metódica producción cuente apenas cien años, pero así lo declara el Onceno Tomo.
The first attempts were unsuccessful.	.i le so'u moi nu troci cu jalge lo nu fliba	Los primeros intentos fueron estériles.
The modus operandi, however, deserves to be remembered.	.i ku'i vajni fa lo nu morji fi le tadji be le nu zukte	El modus operandí, sin embargo, merece recordación.
The director of one of the state prisons informed the prisoners that there were certain tombs in the old bed of a river and promised freedom to those who brought an important find.	.i le jatna be le pa se pinfu cu cusku fi le pinfu fe le se du'u za'u da mrostu bu'u le loldi be lo ba'o rirxe gi'e nupre le ka ce'u ganai penmi lo vajni gi ba gau co'u pinfu	El director de una de las cárceles del estado comunicó a los presos que en el antiguo lecho de un río había ciertos sepulcros y prometió la libertad a quienes trajeran un hallazgo importante.
During the months that preceded the excavation they were shown photographic plates of what they were going to find.	.i ze'a le masti poi purci le nu kakpa ku'o le pinfu gau zgana lo pixra be fo lo te kacma bei le ei se penmi	Durante los meses que precedieron a la excavación les mostraron láminas fotográficas de lo que iban a hallar.
That first attempt proved that hope and greed can be inhibiting; a week's work with the shovel and pickaxe failed to unearth any hrön other than a rusty wheel, dated after the experiment.	.i le pamoi nu troci cu jai tolna'e le du'u lo nu pacna e lo nu xagji cu ka'e zunti .i le nu gunka ze'a le jeftu lo ka kakpa fo lo canpa e lo mruli cu rinka lo nu se penmi fa me la xron na .e le pa furtirse xislu noi na zvati pu le cipra	Ese primer intento probó que la esperanza y la avidez pueden inhibir; una semana de trabajo con la pala y el pico no logró exhumar otro hrön que una rueda herrumbrada, de fecha posterior al experimento.
This was kept secret and was repeated later in four schools.	.i la'e di'u se mipri .i vo da zo'u le cmima be le ve ckule be da cu gasnu lo simsa ba la'e di'u	Éste se mantuvo secreto y se repitió después en cuatro colegios.
In three the failure was almost total; in the fourth (whose director happened to die during the first excavations) the disciples unearthed - or produced - a gold mask, an archaic sword, two or three clay amphoras and the greenish and mutilated torso of a king with an inscription on his chest which has not yet been deciphered.	.i ci da zo'u le ve ckule be da cu gasnu lo cipra poi nu so'a va'e lo ka fliba .i le ve ckule be fo le vo moi noi le jatna be ke'a ze'a le nu so'u moi nu kakpa kei co'a morsi cu tolse'a gi'a va'i cupra vau le solji firgai fe le tcelaldo cladakfu fe lei kliti amfora ku noi re mei gi'a cimei ku'o fe ro mai le noi milxe crino gi'e korcu ku'o torso be le nolraitru be'o noi da se ciska fi le betfu be ke'a gi'e mifra lo na te djuno	En tres fue casi total el fracaso; en el cuarto (cuyo director murió casualmente durante las primeras excavaciones) los discípulos exhumaron -o produjeron- una máscara de oro, una espada arcaica, dos o tres ánforas de barro y el verdinoso y mutilado torso de un rey con una inscripción en el pecho que no se ha logrado aún descifrar.
This is how the inappropriateness of witnesses who knew the experimental nature of the search was discovered...	.i la'e di'u rinka lo nu facki le du'u lo'e prenu poi djuno lo du'u lo nu tai sisku cu cipra cu na rinka lo nu snada	Así se descubrió la improcedencia de testigos que conocieran la naturaleza experimental de la busca...
Mass investigations produce contradictory objects; now individual and almost improvised works are preferred.	.i le nu so'i mei sisku cu rinka lo nu penmi lo dacti poi lo'i su'o pagbu be ke'a cu simxu lo ka na mapti .i ka'u dai ca le cabna cedra cu nelci lo'e nu pa da gunka fi lo su'o va'e lo ka na te platu	Las investigaciones en masa producen objetos contradictorios; ahora se prefiere los trabajos individuales y casi improvisados.
The methodical elaboration of hrönir (says the Eleventh Volume) has rendered prodigious services to archaeologists.	.i le ka di'i cupra lo me la xronir (to se tcidu fi le pa pa moi slecku toi) cu mutce te sidju le so'i lanli be le purci	La metódica elaboración de hrönir (dice el Onceno Tomo) ha prestado servicios prodigiosos a los arqueólogos.
It has made it possible to question and even modify the past, which is now no less plastic and docile than the future.	.i la'e di'u rinka lo nu ka'e senpi lo du'u su'o da purci kei gi'e gasnu lo ji'a galfi be lo purci noi ca ku na mleca le balvi lo ka ka'e cenba gi'e tinbe	Ha permitido interrogar y hasta modificar el pasado, que ahora no es menos plástico y menos dócil que el porvenir.
Fun fact: second and third degree hrönir - hrönir derived from another hrön, hrönir derived from the hrön of a hrön - exaggerate the aberrations of the initial one; those of fifth degree are almost uniform; those of ninth degree are confused with those of second; in those of the eleventh there is a purity of lines that the originals do not have.	.i cinri fatci fa le du'u lo'e efku be la'e zo xron bei li re a li ci bei lo ka se dzena cu zmadu le krasi me la xron lo ka cizra .i le'e efku be fi le mu cu simxu lo ka so'a va'e lo ka mintu .i na'o da poi me la xron zo'u le'e efku be da bei li so cu simsa le'e efku be da bei li re .i je le'e efku be da bei li papa cu zmadu da lo ka cnici lo ka se pagbu lo linji	Hecho curioso: los hrönir de segundo y de tercer grado -los hrönir derivados de otro hrön, los hrönir derivados del hrön de un hrön- exageran las aberraciones del inicial; los de quinto son casi uniformes; los de noveno se confunden con los de segundo; en los de undécimo hay una pureza de líneas que los originales no tienen.
The process is periodic: the twelfth degree hrön is already beginning to decay.	.i le'e pruce cu dikni .i mu'a lo'e efku be la'e zo xron bei li pa re cu tende lo ka fusra	El proceso es periódico: el hrön de duodécimo grado ya empieza a decaer.
Stranger and purer than all hrön is sometimes the ur: the thing produced by suggestion, the object educed by hope.	.i zmadu ro se cmene be zo xron fi lo ka cizra gi'e curve kei fa lo'e se cmene be zo ur be'o noi dacti gi'e jai jalge lo nu jai gau krici e lo nu pacna	Más extraño y más puro que todo hrön es a veces el ur: la cosa producida por sugestión, el objeto educido por la esperanza.
The great gold mask I have mentioned is an illustrious example.	.i misno mupli fa le bi'u nai banli je solji firgai	La gran máscara de oro que he mencionado es un ilustre ejemplo.
Things are duplicated in Tlön; they also tend to fade and lose details when people forget them.	.i bu'u la tlon ka'e ku ta'e ku lo dacti cu se fukpi da gi'e jdika lo ka se tcila xo kau da kei ri'a lo nu lei remna cu jdika lo ka xokau lu'a ce'u morji fi lo nei	Las cosas se duplican en Tlön; propenden asimismo a borrarse y a perder los detalles cuando los olvida la gente.
The example of a doorway that lasted as long as a beggar visited it and was lost from sight when he died is classic.	.i misno mupli fa le vorme poi ke'a stali ze'a lo nu le pindi ta'e litru klama ke'a zi'e poi ba lo nu le pindi co'a morsi cu co'u se penmi ca su'o da	Es clásico el ejemplo de un umbral que perduró mientras lo visitaba un mendigo y que se perdió de vista a su muerte.
Sometimes some birds, a horse, have saved the ruins of an amphitheater.	.i mu'a gau so'o cipni e pa xirma pa fusra amfite'atro ca'o zasti	A veces unos pájaros, un caballo, han salvado las ruinas de un anfiteatro.
-- Salto Oriental, 1940.	.i di'u se ciska bu'u la'o .span.Salto Oriental.span. de'i li nanca bu 1940	
Postscript/Posdata (1947)	.i de'i li nanca bu 1947 ba'o fasnu	
I reproduce the previous article as it appeared in the Anthology of Fantastic Literature, 1940, with no other omission other than a few metaphors and a kind of mocking summary that now considered frivolous.	.i mi ciska le fukpi be le lidne notci poi ca'o stali le cukta be zoi gy.Anthology of Fantastic Literature.gy. bei de'i li 1940 .i mi vimcu no drata pagbu e so'o metfo e lu'e lo nu ckasu ve skicu noi ca simlu lo ka na se junri	Reproduzco el artículo anterior tal como apareció en la Antología de la literatura fantástica, 1940, sin otra escisión que algunas metáforas y que una especie de resumen burlón que ahora resulta frívolo.
So much has happened since then...	.i so'i da pu fasnu ba la'e do'i	Han ocurrido tantas cosas desde esa fecha...
I will just remember them.	.i ai ei mi ciska le liste vau sa'u	Me limitaré a recordarlas.
In March 1941 a handwritten letter from Gunnar Erfjord was discovered in a book by Hinton that had belonged to Herbert Ashe.	.i de'i li nanca bu 1941 masti bu 3 penmi le noi se ciska le xance ku'o xatra be fi la'o gy.Gunnar Erfjord.gy. le nenri be le cukta be fi la'o gy.Hinton.gy. be'o noi se ponse la .xerbert.ac.	En marzo de 1941 se descubrió una carta manuscrita de Gunnar Erfjord en un libro de Hinton que había sido de Herbert Ashe.
The envelope had the Ouro Preto postage stamp, the letter fully elucidated the mystery of Tlön.	.i le papri tanxe be le xatra cu se jaspu fi  la'o .span.Ouro Preto.span. i je le te xatra cu mulno ciksi le cizra pe la .tlon.	El sobre tenía el sello postal de Ouro Preto, la carta elucidaba enteramente el misterio de Tlön.
Its text corroborates the hypotheses of Martínez Estrada.	.i le te xatra cu jalge jinvi le du'u je'a jetnu fa le se smadi be la'o .span.Martínez Estrada.span.	Su texto corrobora las hipótesis de Martínez Estrada.
At the beginning of the 17th century, on a night in Lucerne or London, the splendid story began.	.i ca le krasi be le pa ze moi sorna'acedra ca pa nicte bu'u la .lucern. a bu'u la .london. co'a fasnu fa le banli lisri	A principios del siglo XVII, en una noche de Lucerna o de Londres, empezó la espléndida historia.
A benevolent secret society (which included Dalgarno and later George Berkeley among its affiliates) arose to invent a country.	.i le pa zabna je sivni cecmu be le se cmima be la'o gy.Dalgarno.gy. e ba bo la djordj.berklis. cu co'a zasti gi'e se finti fi le nu finti lo gugde	Una sociedad secreta y benévola (que entre sus afilados tuvo a Dalgarno y después a George Berkeley) surgió para inventar un país.
Included in the vague initial program were "hermetic studies," philanthropy, and the cabala.	.i le'i cfari te zukte noi na'e klina cu se cmima le saske be la ermetik fe le saske be lo nu sidju lo'e prenu fe le xebro saske be lo pruxi	En el vago programa inicial figuraban los "estudios herméticos", la filantropía y la cábala.
Andreä's curious book dates from that early period.	.i le cizra se cukta pe la'o .span.Andreä.span. pu se finti ca le go'i cedra noi clira	De esa primera época data el curioso libro de Andreä.
After a few years of conciliations and premature syntheses, they understood that one generation was not enough to articulate form to a country.	.i ba le noi nanca li so'o ku'o nu darlu gi'e xa'o troci lo ka zbasu lo ka'e se pilno zo'u le se cecmu co'a jimpe le du'u lo nu na kansa lo se rirni cu na banzu lo nu finti lo gugde	Al cabo de unos años de conciliábulos y de síntesis prematuras comprendieron que una generación no bastaba para articular un país.
They decided that each one of the masters the society was composed of would choose a disciple for the continuation of the work.	.i le se cecmu cu finti le javni be lo nu ro da poi me le certu pe le cecmu zo'u da cuxna lo nu pa se ctuca ba ca'o gunka lo pu se zukte be da	Resolvieron que cada uno de los maestros que la integraban eligiera un discípulo para la continuación de la obra.
This hereditary disposition prevailed; after a hiatus of two centuries, the persecuted fraternity re-emerged in America.	.i le di'u se cuxna cu jinga .i baku ba le nu de'a fasnu kei cedryna'a be li re le noi se jersi ku'o se cecmu bu'u le mergu'e ce'e di'a zvati	Esa disposición hereditaria prevaleció; después de un hiato de dos siglos la perseguida fraternidad resurge en América.
Around 1824, in Memphis (Tennessee), one of the affiliates conversed with the ascetic millionaire Ezra Buckley.	.i de'i li ji'i nanca bu 1824  bu'u la .memfis. poi diklo la .tenesis. pa le cmima be le cecmu cu tavla la .ezras.baklis. noi jai zu'e sepli gi'e ricfu	Hacia 1824, en Memphis (Tennessee) uno de los afiliados conversa con el ascético millonario Ezra Buckley.
The latter lets him speak with some disdain - and laughs at the modesty of the project.	.i .ebu.by. fau le nu ri na'e sinma kei cu curmi le nu le di'u cecmu cu ciksi .i ja'e bo .ebu.by. frati lo ka cmila kei lo nu .ebu.by. jinvi le du'u le pruce na banli	Éste lo deja hablar con algún desdén -y se ríe de la modestia del proyecto.
He tells him that in America it is absurd to invent a country and proposes the invention of a planet.	.i .ebu by. ciksi fo le du'u bu'u le merko lo nu finti lo gugde cu fenki .i je .ebu.by. stidi lo ka finti lo plini	Le dice que en América es absurdo inventar un país y le propone la invención de un planeta.
To this gigantic idea he adds another, the daughter of his nihilism (5): that of keeping the enormous undertaking in silence.	.i ji'a .ebu by. stidi ka bu noi banli e le drata noi se krasi le'e tcaci be lo nu na krici (to mu mai toi) zi'e voi ka mipri le tcebarda pruce	A esa gigantesca idea añade otra, hija de su nihilismo(5): la de guardar en el silencio la empresa enorme.
The twenty volumes of the Encyclopaedia Britannica were then in circulation; Buckley suggests a methodical encyclopedia of the illusory planet.	.i ca le di'u cerda so'i prenu cu tcidu fi le re no slecku be la brito skecku .i la baklis. stidi lo ka zbasu le skecku be le noi satci gi'e se platu ku'o ve ciksi be le xanri munje	Circulaban entonces los veinte tomos de la Encyclopaedia Britannica; Buckley sugiere una enciclopedia metódica del planeta ilusorio.
He will leave them his gold-bearing mountain ranges, his navigable rivers, his prairies trodden down by bulls and bison, his slaves, his brothels, and his dollars, under one condition: "The work will not agree with the impostor Jesus Christ." Buckley disbelieves in God, but wants to prove to the non-existent God that mortal men are capable of conceiving a world.	.i .ebu by. nupre lo ka posydu'a fi le cecmu fe le derxi be lo cmana poi ke'a lo solji cu te kunra ce'e le rirxe noi fe ke'a lo ka se bloti cu ka'e litru ce'e le purdi noi lo bakni e lo bakrbisoni ke'a cadzu ce'e le selfu e le glebarja e le merko jdini .i ku'i minde fi lo ka na tugni la .iesus.krist. noi ebu by. jinvi le du'u ke'a jai gau tcica .i la .baklis. na krici le du'u zasti fa le cevni .i ku'iby. djica le nu jarco fi le cevni noi na zasti ku'o fa lei remna noi ka'e morsi ce'e fe le ka kakne je ckaji lo ka finti lo munje	Les dejará sus cordilleras auríferas, sus ríos navegables, sus praderas holladas por el toro y por el bisonte, sus negros, sus prostíbulos y sus dólares, bajo una condición: "La obra no pactará con el impostor Jesucristo." Buckley descree de Dios, pero quiere demostrar al Dios no existente que los hombres mortales son capaces de concebir un mundo.
Buckley is poisoned in Baton Rouge in 1828; in 1914 the society sent to his collaborators, who were some three hundred in number, the final volume of the First Encyclopedia of Tlön.	.i la .baklis. se catra fi lo ka jmina lo vindu lo cidja bu'u la .baton.ruj. de'i li nanca bu 1828 .i de'i li nanca bu 1914 le cecmu cu benji fi lu'a lei noi su'o ci no no mei ku'o kansa be le nei fe le romoi be le'i slecku be la pamoi skecku be la .tlon.	Buckley es envenenado en Baton Rouge en 1828; en 1914 la sociedad remite a sus colaboradores, que son trescientos, el volumen final de la Primera Enciclopedia de Tlön.
The edition was a secret one: the forty volumes that it comprised (the most vast work that men have undertaken) would be the basis of another more detailed one, written no longer in English, but in one of the languages ​​of Tlön.	.i le di'u cukta cu sivni .i le vo no selci be le go'i (to je'u traji lo ka barda kei fo lo'i pu'i se ciska be loi remna toi) cu da'i jicmu lo drata noi da'i zmadu fi lo ka cukta lo nu skicu xokau tcila zi'e noi te ciska lo glico na e lo se gerna be bu'u la .tlon.	La edición es secreta: los cuarenta volúmenes que comprende (la obra más vasta que han acometido los hombres) serían la base de otra más minuciosa, redactada no ya en inglés, sino en alguna de las lenguas de Tlön.
That revision of an illusory world is provisionally called Orbis Tertius and one of its modest demiurges was Herbert Ashe, I don't know if as an agent of Gunnar Erfjord or as an affiliate.	.i le di'u krefu be fi le nu skicu lo xanri munje cu zasni se cmene zoi gy.Orbis Tertius.gy. .i pa le cumla finti be le krefu cu du la xerbert.ac. .i mi na djuno le du'u ri selfu sa'u la .gunar.erfiord. gi'i kau me le cecmu	Esa revisión de un mundo ilusorio se llama provisoriamente Orbis Tertius y uno de sus modestos demiurgos fue Herbert Ashe, no sé si como agente de Gunnar Erfjord o como afiliado.
His having received of a copy of the Eleventh Volume seem to favor the latter assumption.	.i le nu xy.abu pu cpacu le fukpi be le pa pa moi slecku cu simlu lo ka sinxa le du'u jetnu fa le remoi se smadi	Su recepción de un ejemplar del Onceno Tomo parece favorecer lo segundo.
But what about the others?	.i ku'i lei drata cu mo	Pero ¿y los otros?
Towards 1942 the events escalated.	.i de'i li ji'i nanca bu pa so vo re lei fasnu cu zenba lo ka vajni	Hacia 1942 arreciaron los hechos.
I remember one of the first of them with singular clarity and it seems to me that I felt something of its premonitory character.	.i mi carmi vedli le pa me le so'u moi .i pe'i mi cinmo fi le se go'i le na'o kajde	Recuerdo con singular nitidez uno de los primeros y me parece que algo sentí de su carácter premonitorio.
It happened in an apartment on Laprida street, in front of a clear and high balcony overlooking the sunset.	.i fasnu bu'u le selci zdani be vi le klaji be me'e zoi .span. Laprida .span. be'o gi'e crane le balni poi klina gi'e galtu zi'e noi ca le nu nei cu ragve le solri ca le pu'o nicte	Ocurrió en un departamento de la calle Laprida, frente a un claro y alto balcón que miraba el ocaso.
The Princesse de Faucigny Lucinge had received her silverware from Poitiers.	.i le noltruti'u pe la fosinis.luSINJ. ca'o mo'u cpacu le rijno palta la .puaties.	La princesa de Faucigny Lucinge había recibido de Poitiers su vajilla de plata.
Fine immobile things were emerging from the vast bottom of a box signed with international stamps: silverware from Utrecht and Paris with hard heraldic fauna, and a samovar.	.i fi le barda dizlo be le tanxe noi se tcita lo vrici be lo ka se mrilu fo lo gugde poi du makau cu tolpu'i so'i zabna dacti poi na muvdu .i me lei dacti fa le rijno palta be ra'i la .utrext. fa le rijno palta be ra'i la .paris. be'o noi se jadni lo jdari pixra be lo mabru pe le'e lanci ku'o fa le ji'a pa me la .samovar.	Del vasto fondo de un cajón rubricado de sellos internacionales iban saliendo finas cosas inmóviles: platería de Utrecht y de París con dura fauna heráldica, un samovar.
Between them - with a perceptible and faint tremor of a sleeping bird - a compass was mysteriously beating.	.i jbini le za'u dacti fau le nu le nei lo'e sipna cipni lo ka se zgana je ruble desku cu simsa ce'e fa le pa makfartci cu cizra slilu	Entre ellas -con un perceptible y tenue temblor de pájaro dormido- latía misteriosamente una brújula.
The princess did not recognize it.	.i le noltruti'u cu jarco lo ka na se slabu ra	La princesa no la reconoció.
The blue needle longed for magnetic north; the metal box was concave; the letters on the sphere corresponded to one of the Tlön alphabets.	.i le blanu jesni cu jersi lo berti poi maksi .i le tanxe cu se zorkru .i lei lerfu poi se ciska fi le sefta be le cukla cu lerfu pa le so'o se pilno be bu'u la .tlon.	La aguja azul anhelaba el norte magnético; la caja de metal era cóncava; las letras de la esfera correspondían a uno de los alfabetos de Tlön.
